"Location","Site","Plot_ID","Quadrant","ID","X_cm","Y_cm","Year","LongestLeaf_cm","survives_t","flowering","Num_capsules","Stem_Herb","Invert_Herb","LeafSpots","survives_tplus1","longestLeaf_tminus1","longestLeaf_tplus1","age","seedling","index","Num_seeds","log_LL_t","log_LL_tplus1","log_LL_tminus1","SoilMoisture_m3m3","SoilTemp_winter_C","sd_soilTemp_winter","SoilTemp_grow_C","sd_soilTemp_grow","tMean_grow_C","sd_tMean_grow","tMean_winter_C","sd_tMean_winter","precipWaterYr_cm","SoilMoisture_m3m3_s","SoilTemp_winter_C_s","SoilTemp_grow_C_s","tMean_grow_C_s","precipWaterYr_cm_s","N_all_plot","N_all_plot_t","N_adults_plot_t","N_seedlings_plot_t","N_Site_t"
"FEWAFB","Crow_Creek","C4","Q1","10",78,80,2018,6.8,1,0,NA,0,0,0,1,NA,13.1,NA,0,28,NA,1.91692261218206,2.57261223020711,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","10",78,80,2019,13.1,1,0,NA,NA,0,0,1,6.8,14.6,NA,0,29,NA,2.57261223020711,2.68102152871429,1.91692261218206,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","10",78,80,2020,14.6,1,0,NA,NA,1,0,NA,13.1,NA,NA,0,30,NA,2.68102152871429,NA,2.57261223020711,0.11675,NA,NA,NA,NA,15.0916666666667,6.89216777702536,0.188,2.99789426097719,28.18,-0.966738004540558,NA,NA,0.598861560437391,-1.54782122296605,203,203,102,101,310
"FEWAFB","Crow_Creek","C4","Q1","11",79,72,2018,3.8,1,0,NA,0,0,0,1,NA,6.4,NA,0,31,NA,1.33500106673234,1.85629799036563,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","11",79,72,2019,6.4,1,0,NA,NA,0,0,0,3.8,NA,NA,0,32,NA,1.85629799036563,NA,1.33500106673234,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","12",81,77,2018,13.7,1,0,NA,0,0,0,1,NA,20.9,NA,0,34,NA,2.61739583283408,3.03974915897077,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","12",81,77,2019,20.9,1,0,NA,NA,1,0,1,13.7,16.2,NA,0,35,NA,3.03974915897077,2.78501124223834,2.61739583283408,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","12",81,77,2020,16.2,1,0,NA,NA,1,0,NA,20.9,NA,NA,0,36,NA,2.78501124223834,NA,3.03974915897077,0.11675,NA,NA,NA,NA,15.0916666666667,6.89216777702536,0.188,2.99789426097719,28.18,-0.966738004540558,NA,NA,0.598861560437391,-1.54782122296605,203,203,102,101,310
"FEWAFB","Crow_Creek","C4","Q1","13",79,66,2018,12.1,1,0,NA,0,0,0,1,NA,9.3,NA,0,37,NA,2.4932054526027,2.23001440015921,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","13",79,66,2019,9.3,1,1,129.92965,0,1,0,0,12.1,NA,NA,0,38,520,2.23001440015921,NA,2.4932054526027,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","14",45,53,2018,6.1,1,0,NA,0,0,0,1,NA,11.3,NA,0,40,NA,1.80828877117927,2.4248027257183,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","14",45,53,2019,11.3,1,0,NA,NA,0,0,1,6.1,11.1,NA,0,41,NA,2.4248027257183,2.40694510831829,1.80828877117927,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","14",45,53,2020,11.1,1,0,NA,NA,1,0,NA,11.3,NA,NA,0,42,NA,2.40694510831829,NA,2.4248027257183,0.11675,NA,NA,NA,NA,15.0916666666667,6.89216777702536,0.188,2.99789426097719,28.18,-0.966738004540558,NA,NA,0.598861560437391,-1.54782122296605,203,203,102,101,310
"FEWAFB","Crow_Creek","C4","Q1","15",47,58,2018,5.4,1,0,NA,0,0,0,1,NA,8,NA,0,43,NA,1.68639895357023,2.07944154167984,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","15",47,58,2019,8,1,0,NA,NA,0,0,1,5.4,7.4,NA,0,44,NA,2.07944154167984,2.00148000021012,1.68639895357023,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","15",47,58,2020,7.4,1,0,NA,NA,1,0,NA,8,NA,NA,0,45,NA,2.00148000021012,NA,2.07944154167984,0.11675,NA,NA,NA,NA,15.0916666666667,6.89216777702536,0.188,2.99789426097719,28.18,-0.966738004540558,NA,NA,0.598861560437391,-1.54782122296605,203,203,102,101,310
"FEWAFB","Crow_Creek","C4","Q1","16",46,64,2018,9.1,1,0,NA,0,0,0,1,NA,5.9,NA,0,46,NA,2.2082744135228,1.77495235091167,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","16",46,64,2019,5.9,1,0,NA,NA,0,0,0,9.1,NA,NA,0,47,NA,1.77495235091167,NA,2.2082744135228,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","17",45,73,2018,10,1,1,104,1,0,0,1,NA,NA,NA,0,49,416,2.30258509299405,NA,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","17",45,73,2019,NA,1,0,NA,NA,NA,NA,1,10,11.8,NA,0,50,NA,NA,2.46809953147162,2.30258509299405,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","17",45,73,2020,11.8,1,0,NA,NA,1,0,NA,NA,NA,NA,0,51,NA,2.46809953147162,NA,NA,0.11675,NA,NA,NA,NA,15.0916666666667,6.89216777702536,0.188,2.99789426097719,28.18,-0.966738004540558,NA,NA,0.598861560437391,-1.54782122296605,203,203,102,101,310
"FEWAFB","Crow_Creek","C4","Q1","18",51,67,2018,11.2,1,1,82,0,0,0,1,NA,9.4,NA,0,52,328,2.41591377830105,2.24070968927596,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","18",51,67,2019,9.4,1,0,NA,NA,0,0,1,11.2,15.2,NA,0,53,NA,2.24070968927596,2.72129542785223,2.41591377830105,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","18",51,67,2020,15.2,1,0,NA,NA,1,0,NA,9.4,NA,NA,0,54,NA,2.72129542785223,NA,2.24070968927596,0.11675,NA,NA,NA,NA,15.0916666666667,6.89216777702536,0.188,2.99789426097719,28.18,-0.966738004540558,NA,NA,0.598861560437391,-1.54782122296605,203,203,102,101,310
"FEWAFB","Crow_Creek","C4","Q1","19",47,71,2018,9.9,1,0,NA,0,0,0,1,NA,8.6,NA,0,55,NA,2.29253475714054,2.15176220325946,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","19",47,71,2019,8.6,1,0,NA,NA,0,0,1,9.9,12.2,NA,0,56,NA,2.15176220325946,2.50143595173921,2.29253475714054,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","19",47,71,2020,12.2,1,0,NA,NA,1,0,NA,8.6,NA,NA,0,57,NA,2.50143595173921,NA,2.15176220325946,0.11675,NA,NA,NA,NA,15.0916666666667,6.89216777702536,0.188,2.99789426097719,28.18,-0.966738004540558,NA,NA,0.598861560437391,-1.54782122296605,203,203,102,101,310
"FEWAFB","Crow_Creek","C4","Q1","20",51,89,2018,3.1,1,0,NA,0,0,0,0,NA,NA,NA,0,58,NA,1.1314021114911,NA,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","21",51,91,2018,5.2,1,0,NA,0,0,0,1,NA,3.2,NA,0,61,NA,1.64865862558738,1.16315080980568,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","21",51,91,2019,3.2,1,0,NA,NA,0,0,1,5.2,3.2,NA,0,62,NA,1.16315080980568,1.16315080980568,1.64865862558738,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","21",51,91,2020,3.2,1,0,NA,NA,1,0,NA,3.2,NA,NA,0,63,NA,1.16315080980568,NA,1.16315080980568,0.11675,NA,NA,NA,NA,15.0916666666667,6.89216777702536,0.188,2.99789426097719,28.18,-0.966738004540558,NA,NA,0.598861560437391,-1.54782122296605,203,203,102,101,310
"FEWAFB","Crow_Creek","C4","Q1","22",49,86,2018,16.5,1,0,NA,0,0,0,1,NA,14.1,NA,0,64,NA,2.80336038090653,2.64617479738412,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","22",49,86,2019,14.1,1,1,59.94015,0,0,0,0,16.5,NA,NA,0,65,240,2.64617479738412,NA,2.80336038090653,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","23",45,85,2018,14,1,0,NA,0,0,0,1,NA,12.1,NA,0,67,NA,2.63905732961526,2.4932054526027,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","23",45,85,2019,12.1,1,1,20.946,0,0,0,0,14,NA,NA,0,68,84,2.4932054526027,NA,2.63905732961526,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","24",31,67,2018,6.7,1,0,NA,0,0,0,1,NA,10.5,NA,0,70,NA,1.90210752639692,2.35137525716348,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","24",31,67,2019,10.5,1,0,NA,NA,0,0,1,6.7,11.3,NA,0,71,NA,2.35137525716348,2.4248027257183,1.90210752639692,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","24",31,67,2020,11.3,1,0,NA,NA,1,0,NA,10.5,NA,NA,0,72,NA,2.4248027257183,NA,2.35137525716348,0.11675,NA,NA,NA,NA,15.0916666666667,6.89216777702536,0.188,2.99789426097719,28.18,-0.966738004540558,NA,NA,0.598861560437391,-1.54782122296605,203,203,102,101,310
"FEWAFB","Crow_Creek","C4","Q1","25",30,65,2018,3.9,1,0,NA,0,0,0,1,NA,8.8,NA,0,73,NA,1.3609765531356,2.17475172148416,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","25",30,65,2019,8.8,1,0,NA,NA,0,0,1,3.9,5.2,NA,0,74,NA,2.17475172148416,1.64865862558738,1.3609765531356,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","25",30,65,2020,5.2,1,0,NA,NA,1,0,NA,8.8,NA,NA,0,75,NA,1.64865862558738,NA,2.17475172148416,0.11675,NA,NA,NA,NA,15.0916666666667,6.89216777702536,0.188,2.99789426097719,28.18,-0.966738004540558,NA,NA,0.598861560437391,-1.54782122296605,203,203,102,101,310
"FEWAFB","Crow_Creek","C4","Q1","26",32,63,2018,7.4,1,0,NA,0,0,0,1,NA,7.2,NA,0,76,NA,2.00148000021012,1.97408102602201,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","26",32,63,2019,7.2,1,0,NA,NA,0,0,0,7.4,NA,NA,0,77,NA,1.97408102602201,NA,2.00148000021012,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","27",31,60,2018,13,1,0,NA,0,0,0,1,NA,10.6,NA,0,79,NA,2.56494935746154,2.36085400111802,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","27",31,60,2019,10.6,1,0,NA,NA,0,0,1,13,7.1,NA,0,80,NA,2.36085400111802,1.96009478404727,2.56494935746154,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","27",31,60,2020,7.1,1,0,NA,NA,1,0,NA,10.6,NA,NA,0,81,NA,1.96009478404727,NA,2.36085400111802,0.11675,NA,NA,NA,NA,15.0916666666667,6.89216777702536,0.188,2.99789426097719,28.18,-0.966738004540558,NA,NA,0.598861560437391,-1.54782122296605,203,203,102,101,310
"FEWAFB","Crow_Creek","C4","Q1","28",30,68,2018,10.6,1,0,NA,0,0,0,1,NA,6.9,NA,0,82,NA,2.36085400111802,1.93152141160321,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","28",30,68,2019,6.9,1,0,NA,NA,0,0,0,10.6,NA,NA,0,83,NA,1.93152141160321,NA,2.36085400111802,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","29",29,65,2018,12.5,1,0,NA,0,0,0,1,NA,6,NA,0,85,NA,2.52572864430826,1.79175946922805,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","29",29,65,2019,6,1,0,NA,NA,0,0,0,12.5,NA,NA,0,86,NA,1.79175946922805,NA,2.52572864430826,0.11675,NA,NA,NA,NA,14.4616666666667,6.36831662738802,-1.254,1.60027497637125,43.87,-0.966738004540558,NA,NA,-1.0340084012179,0.566890902627053,203,203,130,73,312
"FEWAFB","Crow_Creek","C4","Q1","30",28,65,2018,5.1,1,0,NA,0,0,0,0,NA,NA,NA,0,88,NA,1.62924053973028,NA,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","31",22,76,2018,3.2,1,0,NA,0,0,0,0,NA,NA,NA,0,91,NA,1.16315080980568,NA,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
"FEWAFB","Crow_Creek","C4","Q1","32",6,96,2018,14,1,0,NA,0,0,0,1,NA,14.8,NA,0,94,NA,2.63905732961526,2.69462718077007,NA,0.11675,NA,NA,NA,NA,15.2766666666667,5.54203091534743,-0.856,2.39117753418687,48.09,-0.966738004540558,NA,NA,1.07835512060601,1.13566624807019,176,176,81,95,330
